"","negative_regulation_of_hydrogen_peroxide_intrinsic_apoptotic_signaling","negative_regulation_of_hydrogen_peroxide_programmed_cell_death","negative_regulation_of_intrinsic_apoptotic_signaling_pathway_response_hydrogen_peroxide","oxidative_stressinduced_premature_senescence","positive_regulation_hydrogen_peroxide_programmed_cell_death","regulation_of_cellular_response_oxidative_stress","regulation_of_removal_superoxide_radicals","cellular_response_to_hydroperoxide","cellular_response_to_lipid_hydroperoxide","cellular_response_to_oxidative_stress","cellular_response_to_reactive_oxygen_species","cellular_response_to_superoxide","cellular_response_to_hydrogen_peroxide"
"Ileum_28",0.0963920831979816,0.0325594239614053,0.135230388620043,-0.0275173930178079,-0.273638447437401,0.0716614038217628,0.117248980968196,-0.0202779319069616,0.813748797219826,0.103304754180991,0.0163822487486632,0.0801596293259263,0.169997666274219
"Ileum_3",-0.153821793064725,-0.0518060204338994,0.333938585191231,-0.0554354953448327,0.0354382310311624,0.245708210543478,0.240834578256362,0.271030898163179,-0.11754557717843,0.083600552652962,0.0909392614354908,-0.123750839863272,0.141627890164062
"Ileum_4",-0.400768737023816,0.0681454955795581,-0.15163595758102,-0.107634316657349,-0.0836723212111515,0.343954375572809,0.0744423827028593,0.69133296948226,-0.0582970914201028,0.0282372249952083,0.290522579254728,-0.273749649712724,0.0526772057227885
"Ileum_5",0.471343324872587,-0.193018753060749,0.135695136699728,-0.111435158787856,-0.275437700215009,-0.192369625375126,0.296992303385544,-0.035289098853952,0.1401563254322,0.0543040993674714,-0.00695680583438713,1.28454386114857,0.0470179288180747
"Ileum_6",0.0939617897915016,0.537417513810636,-0.0186565725409429,-0.145541406227555,0.0806607895191898,-0.0249160203655106,-0.188877111773528,-0.0801316916982827,0.279623788560781,0.0389084325670244,0.121809463356214,0.107598778504145,0.211112495831656
"Ileum_7",0.0853487799350266,-0.13321571639371,0.158268651409296,-0.0618733061924386,-0.178404532035819,-0.0881091912212273,-0.161016738244448,-0.0364262527936782,-0.283502872576479,0.0100746983323105,-0.0024826911455298,0.284966701180956,-0.0717492133806098
"Ileum_8",0.0539191226185167,-0.170611334230677,0.102258951254564,-0.158437655367052,0.224700732412799,0.0163845909419312,-0.143686158730031,0.0410542466381268,0.656990891320666,0.0266460113668195,-0.00283803662322856,0.049713965398444,-0.00709210157472668
"Ileum_9",0.0551088689477919,-0.222966196867627,0.288327977480981,-0.135740934528966,-0.145792257222893,-0.0558581570057585,-0.126958636614084,0.113799656539887,-0.256189324689596,0.0354741093319037,0.00372014616059179,0.575268562165005,0.042195485701273
"Omasum_0",0.2052117355032,0.102169848497126,0.199195477916259,0.283272391604569,0.0142136796087122,-0.00209643844481783,0.316280971564297,0.00687310238800276,0.090079205690543,0.115126172257068,0.214779302032285,-0.0309926826769728,0.205390180386377
"Omasum_1",-0.123090465863633,0.172242682285286,0.144542397600359,-0.155851201965807,-0.0221330656532062,-0.0122692347637235,0.103014165092031,0.0268451404036762,-0.294367035581183,-0.0203873153085479,0.0167139105987036,-0.0637842746851534,0.00757376776430064
"Omasum_10",0.203876682739404,0.302160055793417,0.246174757910694,-0.105946562475505,-0.0984419745927115,-0.0721770722729897,-0.0196927150803453,-0.129193054321909,-0.0011555190858191,0.0508281884005164,0.00537573259494769,0.00822527482890881,0.12589248722511
"Omasum_11",-0.122498469676095,0.0506138219212278,0.0423761807556614,-0.149654314173735,-0.0296871488231018,0.0422051509117446,0.44014926908554,-0.0299735883097541,-0.310557328005816,-0.00341051226048757,0.0230970037757332,-0.0416352095526843,0.0128996934691773
"Omasum_12",0.0028386056504271,0.0236449690484135,0.241637217478432,-0.0712648028367054,-0.0668008456323192,0.075196656796054,0.26764037314819,0.132372599033066,-0.130073315474173,0.0369368573187961,0.0122278578519594,-0.0627439982159958,0.0670909704222706
"Omasum_13",0.0499654250235372,-0.077814286081244,0.342275883876273,-0.0437207579821651,-0.225504761244492,-0.129498494701549,-0.104263957819401,-0.118353924563515,-0.268885776202684,-0.0474675574617831,-0.00711824174572348,-0.0191189091910738,-0.0677043335946329
"Omasum_14",0.0336153940185817,0.00478302342820307,0.0856202609907971,0.275252384525355,0.3328216263732,0.0421710712307541,0.105328971177582,-0.182388410142799,0.207316010955784,0.041698753512148,0.0855865198993612,0.00123841368598112,0.00282737033165547
"Omasum_15",-0.135202591602061,-0.0708009811373561,-0.0448234462563836,-0.0289501273905055,-0.176770184855479,0.194865524409776,-0.00194136286908886,-0.138518351980368,-0.250218706355405,-0.100905331885459,-0.0134350747853059,-0.142694155377335,-0.0310684831484017
"Omasum_16",0.260793681845673,-0.174077382606572,-0.0480012555164139,-0.118329517863339,-0.205437669616762,-0.212226703677629,-0.203899906647701,-0.0632175141224821,-0.0951601617373615,-0.0105616458309679,-0.0399889930170975,0.177648270427307,0.165719151205319
"Omasum_2",0.0338374907004263,-0.115303168071458,0.119478561537501,-0.0559178209959097,-0.134812633265558,-0.150386010937728,-0.116436530915655,-0.120103519895906,-0.16655444597257,-0.032367493079487,-0.0268620132082832,0.0542376967711483,0.00674652172630583
"Omasum_3",0.228588092884312,-0.111756439879832,-0.116342771721971,0.127096515544145,-0.0335919270169801,-0.119440264674253,0.0115399831801205,-0.214183671789322,0.315335784358936,0.0238581419780653,-0.0159262462875848,0.0516123867465708,0.0155500472326477
"Omasum_4",-0.0217777884983759,-0.131302153050145,-0.110843376882305,-0.115058180996736,-0.0062717035041376,-0.0652901735132325,0.00251813260070001,-0.140668035841141,-0.321638856698295,-0.0372551448413457,-0.0110942419829731,0.0525624010505327,-0.0339545599916367
"Omasum_5",0.3340395433015,-0.161141867040103,-0.0351090347980083,-0.0635718211291039,-0.0805214527911804,-0.150050646939865,0.0712096074547483,-0.159776751968706,1.39137602361777,0.0598610919868113,-0.0241748603015175,0.275050096542525,0.070785325110089
"Omasum_6",0.363194996096602,-0.14239192745263,-0.00355083135051828,-0.054706020279673,-0.193756134807981,-0.103543213578132,-0.0297325066165126,-0.211267254051335,1.51523359178368,0.0455091235661987,-0.00959350447996966,-0.0115405546876883,0.0418529054534396
"Omasum_7",0.201924604950966,-0.0770479540378623,0.0928671146386111,-0.0211302534997864,-0.136825963371081,-0.133633809102056,0.0818813810504476,-0.162589899541088,-0.0999198117314283,0.00523493013735124,0.0750924901999044,0.0897319399587486,0.0183660301205574
"Omasum_8",0.0673887246618134,0.118362483624625,0.127976163483287,0.347045138561636,0.0622843170185235,-0.0431813446615837,0.257168399750546,-0.0183113812762736,0.00133444753959983,0.0539305335997603,0.12528174174473,-0.101360443107807,0.139031107271349
"Omasum_9",0.0725592112327966,-0.129533446710443,0.176256533531492,-0.0628497488868524,-0.151713064821362,-0.170215572478468,-0.120887004960369,-0.143546677929687,-0.223039476245416,-0.0537621212280696,-0.0484762991764069,0.0612733701604135,-0.00923973715718722
"Rectum_0",-0.0597215361753217,-0.245678367955233,0.412192937781269,-0.180826736267129,0.128638243212675,-0.0309483002570709,-0.145015862769928,-0.176838540836788,-0.223787504753162,-0.00803000754360838,0.00306238249018522,0.142632127837647,0.0393784299205079
"Rectum_1",-0.0733752269025033,-0.245703010800446,0.391751418724371,-0.161615707555332,0.0710070098955183,-0.0272382637372698,-0.148801996235925,-0.174871605774483,-0.169223531351493,-0.0219650657499504,0.00737880172540092,0.066982347981499,0.0398327993338137
"Rectum_10",0.388404362135361,-0.189458611540489,0.134736534086793,-0.121887229078745,-0.217051387164656,-0.166939492688184,-0.129684928299792,-0.0887621042572195,0.835398960675284,0.0481251422864028,-0.00099725231472458,0.496320564205115,0.0964874073703667
"Rectum_11",-0.00333558366188655,-0.0684215586732007,0.363447262759166,0.0276489374685257,-0.0583118292242056,-0.0783447487713203,-0.0908039799372588,-0.0758152401616352,-0.148723649834229,-0.0919010176268907,-0.0452753379363804,-0.0486676856692019,-0.0365786902105522
"Rectum_12",-0.206733635257203,0.420297550164105,-0.207938991952442,-0.0126206371995861,-0.239950151498038,-0.107810583127017,-0.0815790827747079,-0.0597179273456692,-0.00443210564377504,0.0228097346096296,-0.0402257263393789,-0.25795919982181,0.11888096732128
"Rectum_13",0.152385281597118,-0.113214835325023,0.279816094854253,-0.0687739240553615,-0.250922231078048,-0.0511553613089459,0.0436929258298414,-0.0737897578594875,-0.265628392661588,0.129876805229781,0.0433763950489083,0.0575078776062146,0.11951870007559
"Rectum_14",-0.0777026748346244,-0.0858850012563923,0.214139495108247,-0.0231635316752818,-0.133821372120375,-0.074430988690038,-0.165834396298219,-0.0405136345564878,-0.326764867152035,-0.04392086582975,-0.0482316697999569,-0.0573191478210044,-0.0966497156628482
"Rectum_15",0.233210900516971,0.195424306283262,0.328538569126231,-0.096432554678374,-0.25993857744655,-0.0458085951032827,0.130280385570428,-0.0444657081404341,-0.2410204851651,0.139671681040953,0.0340383144090039,-0.0169217461567775,0.266175416753468
"Rectum_16",-0.26076409681903,-0.0176452214170746,0.307000521767759,-0.121864204130065,0.299661770997668,0.187867238871428,0.0630025807911635,0.216202224720219,-0.170392610247069,-0.0492639916435906,0.0287461673007499,-0.306726923239552,0.0295502957581575
"Rectum_17",0.535608115152222,-0.198394820269955,0.124847047008822,-0.174328131768727,-0.224237013340825,-0.0806976486898869,0.219262838163909,-0.176253557782697,-0.0869386960170308,0.121820058637811,0.0749528548761474,0.220268654451397,0.0810522651882598
"Rectum_18",-0.0178284857412592,-0.195629445043988,0.335062564587511,-0.127322594591054,-0.0696638882964267,-0.0639253389217698,-0.143191341415111,0.131642916548123,-0.375344158351887,-0.00815426852731664,-0.0163387976137225,0.376445397955088,0.00395316593694631
"Rectum_19",-0.122089375735902,-0.139004938313195,0.277394045772586,-0.107820897214837,0.152182790294324,0.469329594211925,-0.118119431850041,0.0593778699928162,-0.364251367103869,-0.10410744045758,-0.0547819230459819,-0.0754389653308445,-0.0664832667543297
"Rectum_2",-0.0840235663888971,-0.197104409629856,0.585736882377198,-0.155793534314348,0.14172666704329,-0.063010472826788,-0.159369959970621,-0.158584909618674,-0.026870773406563,-0.0251929578640877,-0.0200410187116279,0.111837998449991,0.038277702485469
"Rectum_20",0.370808494031193,-0.175567173597906,-0.0488407577641216,-0.272853126294009,-0.255638477229283,-0.117628060211743,-0.178185080505022,-0.193939437423837,0.884743092862079,0.130815685560453,-0.0360266395002904,0.0464867877866392,0.0226038881226209
"Rectum_21",0.497280894450697,-0.155825999614341,0.016747423462064,-0.160681811450746,-0.10268147087474,-0.0805906771524544,-0.058831834056003,-0.194464583260287,-0.317290677453826,0.141051686182995,0.0163216948846895,0.275912536974241,0.159219034240437
"Rectum_22",-0.0385934144799556,-0.0552892344373497,0.0499728520102517,0.00686250492814591,-0.161538546092556,-0.117919023929203,-0.138161558060691,-0.0619123596514205,0.400822066620747,-0.127732420422667,-0.0981085318596505,-0.120998640444049,-0.0608635173753517
"Rectum_23",0.35070937968284,-0.264841925478767,-0.108602851959246,-0.194071618525475,-0.142924650086726,-0.044520076629399,-0.106731314232433,-0.2587034350349,-0.263120891559118,0.107611978031116,0.0245586842061547,0.289139203075695,0.0668896471678718
"Rectum_24",0.0856725145004392,-0.11615101193139,0.251449736209537,-0.0774239479913134,-0.0354284266182449,0.263022925630411,0.0729595720982668,0.142507250169541,-0.224200151509618,-0.0295726495731736,0.101602379276851,-0.142385421729527,0.0542476309870855
"Rectum_25",0.450535071324095,0.2672793798876,0.241085746403613,-0.100305883403711,-0.153090221620877,-0.0915736223092071,-0.185016455572465,-0.203990314125186,0.175051530472696,0.0933397672245439,0.0587585497026535,0.249767815354342,0.153376191303085
"Rectum_3",0.22739618357651,-0.149586040966351,0.40742563767649,-0.199018970501559,0.110148690160252,-0.0382705018913151,-0.165505989965991,-0.177284569419188,-0.257369398631285,0.0482729905174576,0.0537587585549474,0.295877970343335,0.00568548171510808
"Rectum_4",-0.134830719243582,-0.0926840550781029,0.258760633451639,-0.119229456140158,0.353264508492775,0.174214348512694,0.0636920477941449,0.269991699676938,0.0254513293711154,-0.0472063872314049,0.00399462601769596,-0.11052924229713,-0.0296449242204524
"Rectum_5",0.132010829690698,-0.215367122989226,-0.0899293302619748,-0.156436989099445,-0.22946345496296,-0.17245176663004,0.29705730119187,0.00166901741604617,-0.318532845264628,0.043461942074598,0.0360787726108981,0.152532582233035,0.0888821998867263
"Rectum_6",0.17229124436324,-0.0258492064433443,-0.0629543908087156,0.273871713536985,-0.107280333923011,-0.0650751373273704,-0.0431810853131407,-0.0660377681220827,-0.150840962173039,0.109273226962022,0.0529983511240232,0.0890885868137674,0.108207939990853
"Rectum_7",0.0679085260082927,0.151310423042995,0.23777159062536,-0.0619804548811534,-0.228531215750283,-0.0197885822478568,0.203169074881306,0.0960715761809868,0.82901067752761,0.116167070654923,-0.011581337131008,-0.0730380254308646,0.19514363402536
"Rectum_8",0.0220059448410133,-0.0634641723791462,0.125499551861508,-0.0322764476433825,-0.111272816333404,-0.100384283092628,-0.103906393288027,-0.0398162151541706,0.646253583653908,-0.0613270240632815,-0.077308361145898,-0.0932436908354029,-0.0161268124062286
"Rectum_9",0.416520235623376,0.0223519755005239,0.0140461042205824,0.439957463208766,-0.181962573865956,-0.068473440834799,-0.0243448716582052,-0.222474592914014,-0.0958595694772072,0.162058396995647,0.157772616151012,0.198750063392826,0.105603186880363
"Reticulum_0",-0.0113117390973902,-0.154108882270358,0.489604611793644,-0.0845572341358775,-0.130326085274842,-0.160996486328174,-0.0720148502060345,-0.144286117841413,-0.164189303391596,-0.0191868980514877,-0.000794058114102889,0.0639768837355082,0.0331657637531695
"Reticulum_1",-0.163093067806493,0.258296815936059,-0.0187515085268412,-0.175969425537535,-0.0267734000723889,0.0122572620570767,0.207749121384898,-0.0220611402431394,-0.222402269924146,-0.0175450455228335,0.00363608686154004,-0.0721179646877416,0.139905297279849
"Reticulum_10",0.142637133155615,0.111509223385686,0.109039975971984,0.320465464893048,0.0724836654209981,-0.041144303776651,0.446374117625808,-0.0414711384101443,0.169613229982365,0.106199434314216,0.167129815344105,-0.0815676098083675,0.207547790540057
"Reticulum_11",0.276771001532492,0.171839534530438,-0.00738327075648908,-0.13100813275148,-0.0765882414443408,-0.0636693414159062,0.0228042004113518,-0.107425381959943,0.179830128687322,0.0610826204059392,0.0276943406877022,0.0155970970676137,0.175363108662628
"Reticulum_12",-0.0968500777118881,-0.11154138523485,0.347296479878124,-0.0693864141628497,-0.0822479593219815,-0.138704990074411,0.0531418224847781,-0.125009971093367,-0.164285360018623,-0.030368853167786,0.00765764836062621,-0.056990915956517,0.019391808859614
"Reticulum_13",0.0383721727729037,-0.0687530249387566,0.18200687091715,-0.0711131064614329,-0.210958762342322,-0.0368300200773722,0.0286012720563834,-0.0102808543885599,-0.229104856856964,0.033780477343972,0.0446506082757255,0.0711686377683833,0.042305416177894
"Reticulum_14",0.0701948305422364,-0.124596499520913,0.267358379626365,-0.209473905334892,-0.088031506668544,-0.0731387563595258,-0.135666804554948,-0.136023432629423,1.06140156642428,0.0310618599326251,-0.0400966713849113,-0.091103551059675,-0.0267223457787139
"Reticulum_15",0.0237062716142366,-0.0973061772010418,0.139330872443397,-0.029061938623096,-0.265449101913083,-0.149695871323186,-0.173799196339395,-0.0827157289875493,-0.313979868766968,-0.0323774248138643,-0.0152217429557856,-0.0456096658160007,-0.0991146123355656
"Reticulum_16",0.13082246448139,0.0936417922078297,0.208849143889738,0.168490827686863,0.40667023851159,0.0586828492836839,0.0383753429856682,-0.214666665536991,0.693807830495133,0.0665656995591269,0.126630355926012,0.0520824350268977,0.0230598642119635
"Reticulum_17",0.284924280525283,-0.196314922241129,0.218305761176441,-0.0968182526429669,-0.0495749629544659,-0.200847098871833,-0.05167753378984,-0.158898411130753,1.50646338690957,-0.00731183616609789,-0.0193936826428742,0.228938471424688,-0.069235473504155
"Reticulum_18",-0.0812160350169209,-0.100507135120333,0.0316066734695351,-0.0316981935954833,-0.0696668015031696,0.18277960871162,0.170371415951482,0.050226985262227,-0.235721998447411,-0.0559016085837375,0.060320203212988,-0.0507177708569703,0.0339312298359021
"Reticulum_19",0.0697922358888949,-0.190494101330248,0.0365685469331016,-0.139582302219468,-0.193572039905773,-0.121828921127111,-0.103850709935484,-0.148806157010461,-0.0307325404643851,0.0212426770454273,-0.013712760502405,0.398306271588358,0.160743717229685
"Reticulum_2",0.213753181739548,-0.0317607060978137,0.0371585743001099,0.170215981046895,0.125550484819462,-0.0459434100058893,0.0183359914535174,-0.208684098121319,0.813571389876507,0.0489222645111949,0.041570946884848,0.00706758477402717,0.0190581608971318
"Reticulum_3",0.0697306457523743,-0.184217885605617,0.438357570915687,-0.0994269353862892,-0.162334967558058,-0.155327251320368,-0.0990462001133415,-0.158966438081707,-0.23962936854862,-0.0104991494231036,-0.00976458475126278,0.1212794098101,0.0438046815131882
"Reticulum_4",-0.105364245096906,-0.0750960389948039,0.013632225858588,-0.138369563601432,-0.117366283128889,-0.0527211532035996,0.194008883038869,-0.00935693667060412,-0.264292595125257,-0.0275303770381035,0.0112443263126562,-0.0615211886549169,-0.00379052722713586
"Reticulum_5",0.459953282752982,-0.158497259080366,0.161111592316455,-0.0330256160023172,-0.109041490172644,-0.110970452711879,0.0491120702500289,-0.195425084143309,1.81746777444392,0.105734485851416,-0.00369584850554484,0.133654517163477,0.0441406077543855
"Reticulum_6",0.0562185887693227,0.184222736021769,0.153057565373497,-0.0267337009901277,0.00309383999682848,-0.0320865998738182,0.46223726285768,0.0208670225989804,0.674662632097602,0.071275957302167,0.179041311410684,-0.101273725374944,0.161330237322234
"Reticulum_7",-0.0942803233704332,0.0305523329588212,-0.0582973164319206,-0.16594914006675,-0.0390207083201797,0.0215061117469506,0.573654649716215,-0.0752222646296501,-0.282365825315171,0.00472316714135152,0.0348650093940304,0.0425067220252586,0.0644795630480391
"Reticulum_8",0.592560954905881,-0.194837650596031,0.324829476056465,-0.110439040045497,-0.0702288846711833,-0.136857756396674,-0.0539983817604161,-0.151235040993756,1.68403578035743,0.117831885917868,-0.0133300512528338,0.195190325011611,0.0915104556639293
"Reticulum_9",-0.00654897010687792,-0.0389660078057181,-0.058571065465873,-0.175885348062558,0.147888705819909,0.0236422139778797,0.229166788616334,-0.157967357984496,-0.245878722144723,0.00112751116885244,0.0389225026968649,0.00986904175352165,0.0561185327602848
"Rumen_0",0.238910898915524,-0.0995478672280521,-0.114295148075986,0.153576706482659,-0.0702544959231602,-0.112224635454002,-0.058435722472418,-0.207467310787018,0.419218195988794,0.0137871974421221,-0.0175753038146208,0.0566079615699613,0.01206790042843
"Rumen_1",-0.0482057042030389,-0.135671550815149,0.0450510412000646,-0.0606545578311506,-0.0991451936402862,-0.141593588175296,0.00755708062155817,-0.126681107692147,-0.189387445974253,-0.0290279913951198,-0.00601742567488753,0.0174779052575622,0.0101013959884402
"Rumen_10",0.87613495833359,0.148091610314993,0.0931848717224972,-0.240796646425043,0.210469748299549,0.131110014504425,-0.156603947231997,-0.173021561228707,-0.0640432036061206,0.163255961092677,0.0564459823355645,0.273391156710712,0.0404955610197578
"Rumen_11",-0.225298466530065,0.0915692170813505,-0.242030131699897,0.0832339917787895,-0.0967373190034051,-0.0458011064325553,-0.166656335564074,0.034152884394941,-0.139123868541702,-0.133729172373617,-0.0946984959538225,-0.241377537121162,-0.12561319917128
"Rumen_12",0.259782041021795,0.11977185485375,-0.149196438708588,-0.136550599108083,-0.0895913333642997,-0.0938543892733384,-0.0995592939803577,-0.127104434123336,0.382421476267065,0.0407705114865444,0.0254643099075294,0.0566025943913225,0.139853389158717
"Rumen_13",0.0533597073483015,-0.070794531717897,-0.128426715102457,0.0161093202015,-0.166891533456408,-0.0180974372931568,-0.0772244918809717,-0.128531089100786,1.19775612121235,-0.0222499994704808,-0.0736218258200461,-0.188073156778237,-0.0371496818034173
"Rumen_14",-0.076323217653631,-0.0177033899693288,-0.179330134486181,-0.144121533050943,0.168763747964919,0.0386531182880048,0.0411875964080367,-0.059324268117512,-0.293693863375184,-0.0139212098692613,-0.0128438674460026,0.029420372730265,-0.0258304089042957
"Rumen_15",-0.0121310881132569,0.0580180049814446,-0.0509279006588855,0.345822705667194,0.317971386166048,0.107197711039495,0.0514326357094508,-0.195792725050052,0.994626714504376,0.0330953930909861,0.0907670078291731,-0.0499633249901244,-0.0351023054044027
"Rumen_16",0.110499130581125,-0.0782601777542001,-0.0223058958417042,-0.0883658940819485,-0.157844806345607,0.0518966079813512,0.0795702890213161,0.0525482065339602,-0.0937116236796192,0.0794863695111298,0.0689801764505689,0.0754608958778934,0.117735943357458
"Rumen_17",0.0759058569895475,0.250756240081288,-0.283603918168033,-0.123934856612223,0.125998241578684,0.0372987603982685,0.0972579396260961,-0.0462925108447766,0.0548444466767048,-0.00582347523004608,0.075488025323194,0.0703008960022141,-0.1103923180351
"Rumen_18",0.0678039074422929,-0.141033464255218,-0.0238025136947019,-0.00478303844699505,-0.0711277550354851,-0.107425033883588,0.0279845407049701,-0.207803877640871,0.718171066463113,0.0548166858543089,0.0409327780279988,0.0487679958444295,0.0285687978135406
"Rumen_2",-0.159186416030559,0.107579967199732,-0.168875729073172,-0.139330905008283,0.0326675160027128,0.0206432823325264,0.135368045958121,0.0776105250598729,-0.259824260338632,-0.0330781244965144,0.00550893285053861,-0.0507126169454517,0.0472647509009314
"Rumen_3",-0.00714303698739732,0.260647070302217,-0.167062825602216,0.290707385372046,0.110345624341923,-0.0259321883606426,0.381846855955697,0.117164664861546,0.592692914503337,9.96413475220553e-06,0.127335727842383,-0.0398095382931804,0.0166501514187117
"Rumen_4",-0.0481443372269359,-0.187938614944775,-0.0818612060473576,-0.178376210585481,-0.156415595622382,-0.0589189162922655,0.214995644924396,-0.0481270544272156,-0.218318000417383,0.00107047922811603,0.0546204999022456,0.0507808378596363,-0.00868296177472986
"Rumen_5",0.0725211054830967,0.234989727265957,-0.0969410919297896,0.114566528128438,0.0896570283813098,-0.0357805121740341,0.580635065289358,0.0389032204429457,0.964466524085768,0.067544395586174,0.245988796525004,-0.074030245871219,0.159775892713079
"Rumen_6",0.527300077187881,-0.0815091176754,0.0815615054057306,-0.095834368625121,-0.00581149774805836,-0.0659710623966442,0.0159817111761775,-0.130013202281245,1.21124189711076,0.121989938105452,0.000746025834291268,0.37978523123236,0.0594765269772061
"Rumen_7",0.283314542495775,-0.129330186114642,-0.0190871450628866,0.0663683265547508,-0.126871163326561,-0.108675150643344,-0.0145752627462545,-0.21447322504448,1.47678601438278,0.0742642776321189,-0.0100916038608319,0.0184155050157607,0.0220823735573243
"Rumen_8",-0.00633716006693815,-0.16035814389071,-0.0852122168750891,-0.1021306342444,-0.0846760637343391,-0.150438213615524,-0.00757139678636907,-0.146041419521811,-0.197147581188198,-0.0120696196113895,-0.0360536279523357,0.0182813102144823,0.0215675197609298
"Rumen_9",-0.091913370267682,0.0184673361277943,-0.218392426456514,-0.164854774525277,-0.0282255436077037,0.0568256587243761,0.608617005962473,-0.0461267388697293,-0.278089947490816,0.0080801245564925,0.0545100378162362,0.118680896656178,0.0290895032544201
